rank,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,month,release_date,duration
39,"RPT Orijinn, Ronboogz",Don't Côi,Rapital,3,38,62,328618,2,2022-11-20,149.0
40,"RPT MCK, tlinh",Chỉ Một Đêm Nữa Thôi,N0L4B3L,9,37,52,325335,2,2023-03-02,142.0
41,"Ngọt, Thỏ Trauma",02 Mơ Làm Ma,Ngọt,41,-1,1,321439,2,2024-02-23,177.0
42,"Low G, Thắng",An Thần,Rap Nhà Làm,2,41,123,316931,2,2021-10-21,174.0
43,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",Universal Republic Records,11,50,36,316551,2,2024-02-09,245.0
44,Olew,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,LOOPS Music,8,45,58,314059,2,2023-01-02,279.0
45,HIEUTHUHAI,NOLOVENOLIFE,M Music Records,24,36,20,311596,2,2023-10-16,171.0
46,Minh Huy,Miên Man,LOOPS Music,11,42,26,308801,2,2022-06-24,198.0
47,"GREY D, Chillies",đưa em về nhàa,M Music Records,3,43,45,302526,2,2023-04-24,240.0
48,"Emcee L (Da LAB), Da LAB, Badbies",Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),Yin Yang Media,5,44,166,298725,2,2020-12-29,234.0
49,"Da LAB, Phương Ly",Chạy Khỏi Thế Giới Này,LOOPS Music,11,52,87,275722,2,2022-06-30,255.0
50,"Kuun Đức Nam, Linh Thộn",Tình cờ yêu em,MaiDao Music,12,58,27,267387,2,2023-06-10,258.0
51,"Andree Right Hand, RHYDER, WOKEUP",Dân Chơi Sao Phải Khóc,$maker Music,16,47,8,262959,2,2024-01-05,211.0
52,"tlinh, Trung Trần",Thích Quá Rùi Nà,Universal Music Indochina Distributed Labels,34,46,180,259901,2,2023-07-14,178.0
53,Jack - J97,Thiên Lý Ơi,MIXUS,53,-1,1,257637,2,2024-02-22,220.0
54,"Wren Evans, itsnk",Call Me,Universal Music Indochina,12,48,29,253098,2,2023-12-17,215.0
55,"HIEUTHUHAI, Negav, Kewtiie",ngủ một mình (tình rất tình),M Music Records,2,51,63,252008,2,2022-12-15,192.0
56,GREY D,dự báo thời tiết hôm nay mưa,M Music Records,7,55,67,250879,2,2022-11-22,281.0
57,"An Vũ, Sino",Chàng Trai Bất Tử,Yin Yang Media,56,60,4,244259,2,2024-01-11,233.0
58,T.R.I,Ánh Sao Và Bầu Trời,Yin Yang Media,1,64,121,241743,2,2021-09-10,261.0
59,Mitski,My Love Mine All Mine,Dead Oceans,30,59,21,240940,2,2023-09-15,138.0
60,"Wren Evans, itsnk",Cầu Vĩnh Tuy,Universal Music Indochina,16,49,11,240758,2,2023-12-17,152.0
61,"Madihu, Low G",Có Em,NGUYEN CHI PHONG,4,53,97,238308,2,2022-04-22,219.0
62,Ronboogz,Lan Man,MaiDao Music,33,66,46,228441,2,2023-03-25,216.0
63,Ngọt,03 Hay Là,Ngọt,63,-1,1,227833,2,2024-02-23,202.0
64,RPT MCK,Tại Vì Sao,N0L4B3L,3,63,75,223862,2,2023-03-02,203.0
65,"JustaTee, Phương Ly",Thằng Điên,NGUYEN THANH TUAN,2,69,82,222338,2,2022-07-11,234.0
66,"JSOL, Hoàng Duyên",Sài Gòn Hôm Nay Mưa,Universal Music Indochina,3,65,144,221773,2,2021-05-29,247.0
67,The Masked Singer,Khóa Ly Biệt,THE MASKED SINGER,53,71,16,220717,2,2023-11-05,312.0
68,"GREY D, HIEUTHUHAI, Wren Evans, Obito",Dám Rực Rỡ,Universal Music Indochina,50,57,5,220377,2,2024-01-25,229.0
69,Quang Hùng MasterD,Thủy Triều,Quang Hùng MasterD,69,82,2,220121,2,2024-02-12,180.0
70,V,Slow Dancing,BIGHIT MUSIC,2,56,24,219573,2,2023-09-08,187.0
71,Andree Right Hand,Chơi Như Tụi Mỹ,$maker Music,4,67,41,218359,2,2022-12-30,161.0
72,Em Ellata,Ngày ấy (Yesterday),Em Ellata,72,121,2,217770,2,2022-08-13,240.0
73,"MONSTAR, GREY D, NICKY, VƯƠNG BÌNH",tình yêu chậm trễ,Yin Yang Media,46,73,64,217452,2,2021-08-01,245.0
74,"Wxrdie, Andree Right Hand, Machiot",TETVOVEN,M Music Records,39,62,13,216673,2,2023-12-03,197.0
75,UMIE,Không Yêu Xin Đừng Nói - Piano Version,LOOPS Music,37,77,52,215841,2,2022-01-22,244.0
76,HIEUTHUHAI,Nghe Như Tình Yêu,M Music Records,46,72,128,214859,2,2021-07-09,193.0
77,"Binz, Nomovodka",Hit Me Up (feat. Nomovodka),Spacespeakers,4,70,19,213399,2,2023-10-19,268.0
78,"Đen, JustaTee",Đi Về Nhà,Đen,3,54,167,211276,2,2020-12-20,200.0
79,"RPT MCK, Trung Trần",Thôi Em Đừng Đi,N0L4B3L,8,68,52,208422,2,2023-03-02,173.0
80,HYBS,Tip Toe,JUICEY,52,88,14,206689,2,2023-06-20,225.0
81,Da LAB,Thức Giấc,Yin Yang Media,1,79,138,205507,2,2021-07-14,269.0
82,"Ngọt, Quyền Thiện Đắc",04 Thắp Hương 05 Hoá Vàng,Ngọt,82,-1,1,203319,2,2024-02-23,229.0
83,"W/N, Duongg, Nâu",3 1 0 7 (feat. Duongg & Nâu),"HONG AN ENTERTAIMENT,.JSC",11,80,186,203045,2,2020-05-11,235.0
84,"Lil Wuyn, 16 BrT, 16 Typh",TOKYO Cypher,12 trái lê,45,75,17,202781,2,2023-10-12,179.0
85,"14 Casper, Bon Nghiêm",bao tiền một mớ bình yên?,DANDERLÉON,9,81,149,201952,2,2023-03-03,300.0
86,"Obito, Shiki",Tell the kids i love them,12 trái lê,30,78,20,198602,2,2023-10-10,224.0
87,"W/N, Duongg, Nau, titie",3107 3,Universal Music Indochina Distributed Labels,1,86,135,197246,2,2021-07-31,240.0
88,Taylor Swift,Cruel Summer,Taylor Swift,5,84,44,192719,2,2019-08-23,178.0
89,"BigDaddy, Emily",Ngõ Chạm,LOOPS Music,41,87,30,191726,2,2023-08-03,232.0
90,Myra Trần,Anh Chưa Thương Em Đến Vậy Đâu,Sony Music Entertainment,6,85,60,191027,2,2023-01-04,271.0
91,Sơn Tùng M-TP,Chúng Ta Của Hiện Tại,Universal Music Indochina Distributed Labels,1,76,167,188678,2,2020-12-20,302.0
92,Wren Evans,Thích Em Hơi Nhiều,Universal Music Indochina,1,74,141,188538,2,2021-06-18,172.0
93,LE SSERAFIM,EASY,SOURCE MUSIC,93,185,2,185316,2,2024-02-19,165.0
94,PC,10 Ngàn Năm,12 trái lê,61,91,90,183370,2,2019-12-21,240.0
95,"MONSTAR, GREY D, VƯƠNG BÌNH",có hẹn với thanh xuân,Yin Yang Media,5,90,137,181727,2,2021-08-01,218.0
96,Lynk Lee,Buồn Thì Cứ Khóc Đi,Lynk Lee,10,113,218,179369,2,2019-12-13,222.0
97,Lãng,Nụ hôn Bisou,12 trái lê,10,83,32,174623,2,2022-10-28,157.0
98,Thịnh Suy,Chết Trong Em,InQ International,4,104,70,173078,2,2022-11-17,257.0
99,"Andree Right Hand, Wxrdie, Bình Gold, 2pillz",Em iu,$maker Music,18,89,40,172088,2,2022-01-30,180.0
100,Vũ.,Lạ Lùng,WM Vietnam,17,94,308,172082,2,2016-12-24,262.0
101,"PhucXp, Freak D",Như Anh Đã Thấy Em,MaiDao Music,33,99,62,171193,2,2022-05-20,302.0
102,Ronboogz,Nói Dối,MaiDao Music,79,106,17,170910,2,2022-12-12,206.0
103,"52Hz, WEAN, RIO",ĐỢI (SPECIAL VERSION) [ft. WEAN],DAO Entertainment,102,102,4,170907,2,2024-01-31,199.0
104,"W/N, ERIK, Nau","3107 4 (feat. Erik, Nâu)",Universal Music Indochina Distributed Labels,24,109,46,169136,2,2022-07-31,214.0
105,"The Masked Singer, Voi Bản Đôn",Ngày Mai Người Ta Lấy Chồng (feat. Voi Bản Đôn),THE MASKED SINGER,39,115,28,162364,2,2023-08-13,317.0
106,Thắng,Xin Lỗi,Thắng,5,117,41,162158,2,2023-04-30,127.0
107,"Đen, Phương Anh Đào",Lối Nhỏ,Đen,1,92,227,162048,2,2019-10-21,253.0
108,"GREY D, Orange, Kai Đinh",lời tạm biệt chưa nói,Universal Music Indochina Distributed Labels,22,107,84,161461,2,2022-07-24,259.0
109,Thắng,Trước Khi Em Tồn Tại,Thắng,22,118,41,161128,2,2023-04-30,194.0
110,Low G,Tán Gái 505,Rap Nhà Làm,65,95,41,161019,2,2021-05-31,156.0
111,"buitruonglinh, Vũ Phụng Tiên",Em Không Khóc (feat. Vũ Phụng Tiên),Yin Yang Media,106,114,71,160474,2,2022-03-28,270.0
112,"Đen, PiaLinh",Nấu ăn cho em,Đen,8,110,34,160360,2,2023-05-13,241.0
113,tlinh,tình yêu có nghĩa là gì?,Universal Music Indochina Distributed Labels,7,119,29,158751,2,2023-08-16,134.0
114,"Andiez, AMEE",Anh Đánh Rơi Người Yêu Này,MaiDao Music,19,120,69,157328,2,2019-07-15,218.0
115,Thịnh Suy,tiny love,Yin Yang Media,3,101,117,156507,2,2021-12-05,158.0
116,Da LAB,Thanh Xuân,Sony Music Entertainment,1,126,288,155037,2,2018-08-24,221.0
117,"Dept, Ashley Alisha",Van Gogh (feat. Ashley Alisha),WM Korea,41,142,13,154644,2,2022-12-01,192.0
118,Andiez,Suýt Nữa Thì...,MaiDao Music,82,133,86,153017,2,2018-08-13,281.0
119,"SUNI Hạ Linh, Hoàng Dũng, GREY D, Orange, tlinh",có hẹn với thanh xuân,Universal Music Indochina Distributed Labels,27,123,83,152333,2,2022-07-24,222.0
120,"W/N, Tezzy, Tien",Crush 2,RioX Records,61,103,88,151887,2,2019-12-07,120.0
121,"HIEUTHUHAI, Harmonie",Bật Nhạc Lên,GERDNANG,59,111,175,151349,2,2020-06-12,200.0
122,"Ngọt, Đen",Cho Tôi Lang Thang,Ngọt,35,147,196,149271,2,2018-03-27,259.0
123,Andiez,Chờ Đợi Có Đáng Sợ,Yin Yang Media,76,143,89,147598,2,2020-07-20,283.0
124,Vũ.,Bước Qua Mùa Cô Đơn,WM Vietnam,1,128,168,147029,2,2022-09-09,279.0
125,"W/N, 267",id 2022 (feat. 267),W NATION,61,124,9,146529,2,2023-12-31,242.0
126,"Kai Đinh, MIN, GREY D",để tôi ôm em bằng giai điệu này,Yin Yang Media,18,129,62,146063,2,2022-12-22,265.0
127,tlinh,thế giới thần tiên,Universal Music Indochina Distributed Labels,62,136,26,146003,2,2023-08-16,171.0
128,"NÂN, Ngơ",Tình Đắng Như Ly Cà Phê,nân,15,97,217,145607,2,2018-04-01,215.0
129,Sáo,Ngồi Nhìn Em Khóc,Yin Yang Media,95,157,42,144681,2,2023-04-24,273.0
130,Rhymastic,Nến Và Hoa,WM Vietnam,2,116,194,144448,2,2018-08-19,166.0
131,"AMEE, Hoàng Dũng",từ thích thích thành thương thương,Yin Yang Media,6,96,119,143836,2,2020-12-16,204.0
132,Sơn Tùng M-TP,Muộn Rồi Mà Sao Còn,Universal Music Indochina Distributed Labels,1,98,149,143236,2,2021-04-29,276.0
133,Dhruv,double take,Little Worry/RCA Records,8,122,147,142651,2,2022-01-21,172.0
134,Anh Tú,Hoàng Hôn Nhớ - Hoa Vương Original SoundTrack,VIE CHANNEL CORPORATE,100,100,2,142352,2,2024-01-10,344.0
135,"tlinh, 2pillz, WOKEUP",ghệ iu dấu của em ơi,Universal Music Indochina Distributed Labels,8,135,53,141779,2,2023-08-16,205.0
136,"Tóc Tiên, Touliver",Có Ai Thương Em Như Anh,Yin Yang Media,20,140,91,140202,2,2018-01-01,231.0
137,Sơn Tùng M-TP,Âm Thầm Bên Em,Universal Music Indochina Distributed Labels,35,151,175,139471,2,2017-04-01,293.0
138,Thịnh Suy,Chuyện Rằng,Yin Yang Media,5,132,186,139096,2,2020-08-08,272.0
139,Phuc Du,yêu anh đi mẹ anh bán bánh mì,LOOPS Music,28,152,44,138030,2,2023-02-13,253.0
140,"Vũ., TRANG",Anh Nhớ Ra (feat. TRANG),WM Vietnam,19,127,72,137997,2,2022-09-09,277.0
141,"BAN, CoolKid",MD Anniversary,M Music Records,52,155,19,137972,2,2023-10-10,140.0
142,buitruonglinh,Dù Cho Mai Về Sau,Yin Yang Media,10,105,154,137953,2,2020-11-17,234.0
143,Kejo,Biết Đâu Sẽ Mất,Kejo,143,-1,1,137295,2,2024-01-31,185.0
144,Bình Gold,Trăng Hoa Mây Mưa,Binh Gold,107,153,6,137272,2,2024-01-13,194.0
145,"JustaTee, BigDaddy",2AM,WM Vietnam,18,108,96,137185,2,2022-05-10,258.0
146,"Ngọt, Mạc Mai Sương",Đá tan,Ngọt,55,193,34,136521,2,2022-11-25,202.0
147,Ronboogz,Anh Chỉ Muốn,MaiDao Music,117,138,7,135919,2,2023-10-18,168.0
148,"VSOUL, MFREE, TUYEN VO",NGTANOISE,VSOUL,83,130,33,135489,2,2022-09-12,179.0
149,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,6,131,63,135446,2,2022-12-08,154.0
150,"W/N, Duongg, Nau",3 1 0 7 - 2 (feat. DuongG & Nau),GUM GROUP,27,154,157,134938,2,2021-02-04,269.0
151,"PC, Dick, tofutns",Ghé Qua,12 trái lê,64,137,180,134463,2,2017-12-08,237.0
152,"Changg, Minh Huy",Em Không Hiểu,Universal Music Indochina Distributed Labels,27,156,139,134372,2,2021-06-28,237.0
153,Tate McRae,greedy,RCA Records Label,107,145,21,134351,2,2023-09-15,132.0
154,Đức Phúc,Ngày Đầu Tiên,Duc Phuc,2,134,105,134181,2,2022-02-11,209.0
155,buitruonglinh,Yêu Người Có Ước Mơ,LOOPS Music,83,139,46,133924,2,2022-12-26,296.0
156,Thịnh Suy,Thắc Mắc?,InQ International,137,169,12,133634,2,2019-01-01,206.0
157,"BigDaddy, Emily",Mượn Rượu Tỏ Tình,MUNIZ MUSIC COMPANY LIMITED,1,125,155,133481,2,2019-01-18,198.0
158,Hoàng Dũng,Nàng Thơ,Yin Yang Media,2,162,184,131760,2,2020-12-16,254.0
159,Ngọt,Mất Tích,Ngọt,82,112,4,131532,2,2022-11-25,272.0
160,"Shartnuss, Tr.D, Phankeo",Nắng có mang em về,MaiDao Music,160,172,4,130700,2,2023-10-21,254.0
161,"Đen, MIN",Bài Này Chill Phết,Đen,1,150,248,130503,2,2019-01-01,276.0
162,"Rapital, Groovie Lã Thắng, tlinh, RPT MCK",XTC (Xích Thêm Chút) (Remix),M Music Records,87,146,139,130443,2,2021-06-21,244.0
163,"Puppy, Dangrangto",Wrong Times,MaiDao Music,73,168,17,130424,2,2023-05-17,211.0
164,Low G,Okeokeoke,Rap Nhà Làm,103,148,47,130323,2,2020-11-09,139.0
165,Phan Mạnh Quỳnh,Có Chàng Trai Viết Lên Cây,MovieScore Media,2,200,92,130193,2,2019-12-20,306.0
166,"Orange, Hoàng Dũng",Khi Em Lớn,Orange,4,167,140,126357,2,2021-04-20,228.0
167,AMEE,trời giấu trời mang đi,Yin Yang Media,52,163,57,125879,2,2020-06-29,254.0
168,VSTRA,Internet Love,CDSL,56,178,112,125688,2,2021-02-14,219.0
169,"W/N, 267",id T41104 (feat. 267),W NATION,26,144,17,124838,2,2023-10-31,200.0
170,"Văn Mai Hương, Hứa Kim Tuyền",Một Ngàn Nỗi Đau,Yin Yang Media,7,186,88,124762,2,2022-06-23,322.0
171,Low G,Bảo Tàng,Nhà Hóa Học Đống Đa,33,149,13,124173,2,2023-11-29,185.0
172,"Văn Mai Hương, GREY D, Trung Quân",Mưa Tháng Sáu,Yin Yang Media,6,175,28,124111,2,2023-10-24,257.0
173,"Tăng Duy Tân, Hoà Minzy",Bật Tình Yêu Lên,Big Arts Entertainment,4,141,54,123475,2,2023-02-14,204.0
174,AMEE,"ex's hate me, Pt.2",Yin Yang Media,13,161,78,123044,2,2020-06-29,217.0
175,"2T, Văn",Liệu Giờ,LOOPS Music,22,160,182,122804,2,2019-04-14,259.0
176,"Olew, Ngắn",Vườn Hoa Con Cá (feat. Ngắn),Sony Music Entertainment,125,158,8,122006,2,2023-06-08,235.0
177,Tama,Ngày Em Đẹp Nhất,Tama,104,173,38,120883,2,2023-04-07,303.0
178,"Obito, Shiki, Lăng LD",Đầu Đường Xó Chợ,12 trái lê,39,171,17,120869,2,2023-10-10,185.0
179,Vũ.,Bước Qua Nhau,WM Vietnam,1,181,110,119868,2,2022-09-09,258.0
180,Ngọt,LẦN CUỐI (đi bên em xót xa người ơi),Ngọt,5,-1,159,119805,2,2019-06-10,223.0
181,"HIEUTHUHAI, B Ray, Tage",Không Phải Gu,M Music Records,51,159,20,119232,2,2023-10-16,201.0
182,Phương Ly,ThichThich,PHUONG LY,9,164,84,119039,2,2022-07-24,242.0
183,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),Atlantic Records,1,-1,74,118722,2,2022-10-06,154.0
184,Táo,Blue Tequila,Yin Yang Media,26,189,177,118577,2,2020-08-27,203.0
185,LE SSERAFIM,Smart,SOURCE MUSIC,185,-1,1,118384,2,2024-02-19,166.0
186,"Da LAB, Tóc Tiên",Nước Mắt Em Lau Bằng Tình Yêu Mới,MUNIZ MUSIC COMPANY LIMITED,114,176,58,118188,2,2019-09-12,286.0
187,"Obito, Seachains",Simple Love,12 trái lê,155,170,13,117475,2,2022-11-29,214.0
188,LE SSERAFIM,Perfect Night,SOURCE MUSIC,101,177,15,117083,2,2023-10-27,159.0
189,"Rapital, RPT MCK, Phongkhin",Tay To,M Music Records,58,184,138,116446,2,2021-06-21,165.0
190,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,153,190,9,115765,2,2016-11-25,230.0
191,JustaTee,Đã Lỡ Yêu Em Nhiều,NGUYEN THANH TUAN,36,187,70,114336,2,2022-07-11,261.0
192,"SIVAN, Kai Đinh",haydeanhduoccungemdau,LOOPS Music,140,192,15,114011,2,2022-12-25,229.0
193,Doja Cat,Agora Hills,Kemosabe Records/RCA Records,82,-1,16,113889,2,2023-09-20,265.0
194,Vũ Cát Tường,Mơ,Universal Music Indochina Distributed Labels,132,-1,79,113284,2,2016-01-01,262.0
195,"Da LAB, Miu Lê",Gác Lại Âu Lo (feat. Miu Lê),Yin Yang Media,2,-1,172,113144,2,2020-07-25,283.0
196,Chillies,Giấc Mơ Khác,WM Vietnam,14,194,55,113083,2,2023-02-09,223.0
197,Taylor Swift,Lover,Taylor Swift,2,183,51,112438,2,2019-08-23,221.0
198,JVKE,golden hour,JVKE,6,191,70,112028,2,2022-09-23,209.0
199,The Weeknd,Die For You,Universal Republic Records,49,197,72,111776,2,2016-11-24,260.0
200,"MONO, Onionn.",Em Là,M Music Records,8,174,77,111139,2,2022-08-18,197.0
1,Sơn Tùng M-TP,Chúng Ta Của Tương Lai,Universal Music Indochina Distributed Labels,1,1,4,1068916,3,2024-03-08,250.0
2,Vũ Cát Tường,Từng Là,Universal Music Indochina Distributed Labels,2,2,5,952565,3,2024-03-01,253.0
3,Jung Kook,Standing Next to You,BIGHIT MUSIC,1,3,21,930331,3,2023-11-03,206.0
4,"j-hope, Gaeko, YOON MIRAE",NEURON (with Gaeko & YOON MIRAE),BIGHIT MUSIC,4,-1,1,872664,3,2024-03-29,273.0
5,ILLIT,Magnetic,BELIFT LAB,5,48,2,739842,3,2024-03-25,161.0
6,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,1,6,38,725004,3,2023-11-03,184.0
7,"Wren Evans, itsnk",Từng Quen,Universal Music Indochina,1,7,23,656407,3,2023-12-17,175.0
8,V,FRI(END)S,BIGHIT MUSIC,1,4,3,647567,3,2024-03-15,148.0
9,Jimin,Like Crazy,BIGHIT MUSIC,1,5,54,543520,3,2023-03-24,212.0
10,"Vũ., Dear Jane",Những Lời Hứa Bỏ Quên,WM Vietnam,1,8,16,527244,3,2023-12-14,236.0
11,"RHYDER, CoolKid, BAN",Chịu Cách Mình Nói Thua,RHYDER,6,9,19,521261,3,2023-11-22,182.0
12,V,Love Me Again,BIGHIT MUSIC,2,20,34,476432,3,2023-08-11,182.0
13,Ariana Grande,intro (end of the world),Republic Records,13,22,4,471365,3,2024-03-08,92.0
14,"VSOUL, RPT MCK, Obito, Ronboogz, Boyzed","Buồn Hay Vui (feat. RPT MCK, Obito, Ronboogz & Boyzed)",12 trái lê,3,10,15,459986,3,2023-12-25,292.0
15,"tlinh, 2pillz",nếu lúc đó,Universal Music Indochina Distributed Labels,1,11,57,446383,3,2023-08-16,264.0
16,"The Masked Singer, Lâm Bảo Ngọc, Hứa Kim Tuyền",Rồi Em Sẽ Gặp Một Chàng Trai Khác,THE MASKED SINGER,11,12,20,421962,3,2023-11-12,304.0
17,"RPT MCK, Trung Trần",Chìm Sâu,N0L4B3L,1,18,110,413978,3,2023-03-02,156.0
18,"CoolKid, RHYDER",Sau Cơn Mưa,MaiDao Music,18,21,31,410720,3,2023-07-28,155.0
19,Ariana Grande,we can't be friends (wait for your love),Republic Records,17,17,4,404225,3,2024-03-08,229.0
20,"Kai Đinh, GREY D, Hoàng Thùy Linh",Trái đất ôm Mặt trời,Yin Yang Media,8,15,15,403664,3,2023-12-18,195.0
21,"52Hz, RIO",ĐỢI (Prod. RIO),DAO Entertainment,14,16,13,402180,3,2023-12-15,197.0
22,"Emcee L (Da LAB), Da LAB, Muộii (Starry Night)",Chuyện Đôi Ta (feat. Muộii),Yin Yang Media,3,23,122,389103,3,2021-12-01,208.0
23,Phan Mạnh Quỳnh,"Sau Lời Từ Khước (Theme Song From ""MAI"")",Yin Yang Media,3,13,7,387946,3,2024-02-14,250.0
24,Bích Phương,Nâng Chén Tiêu Sầu,Yin Yang Media,7,14,4,385847,3,2024-03-08,185.0
25,Low G,Simp Gái 808,Rap Nhà Làm,9,19,25,366157,3,2023-10-18,162.0
26,HIEUTHUHAI,Không Thể Say,M Music Records,7,25,50,363216,3,2023-10-16,228.0
27,"Madihu, Vũ.",Vì Anh Đâu Có Biết,WM Vietnam,2,26,87,361586,3,2022-08-04,242.0
28,"Karik, GDucky",Bạn Đời,WM Vietnam,5,27,27,360058,3,2023-10-04,301.0
29,"Wren Evans, itsnk",Phóng Đổ Tim Em,Universal Music Indochina,9,34,16,359263,3,2023-12-17,134.0
30,"WEAN, tlinh",shhhhhhh..,WEAN,9,24,26,356994,3,2023-10-07,231.0
31,Ronboogz,nhắn nhủ,MaiDao Music,27,35,16,353741,3,2023-12-12,241.0
32,Kha,Hư không,MaiDao Music,27,29,12,353387,3,2023-12-14,355.0
33,"Wren Evans, itsnk",Tò Te Tí,Universal Music Indochina,3,32,16,351089,3,2023-12-17,195.0
34,"Low G, Thắng",An Thần,Rap Nhà Làm,2,36,128,344519,3,2021-10-21,174.0
35,Phương Ly,Anh Là Ngoại Lệ Của Em,WM Vietnam,7,31,26,343614,3,2023-10-05,188.0
36,"Vũ., Hà Anh Tuấn",Dành Hết Xuân Thì Để Chờ Nhau,WM Vietnam,13,33,3,342996,3,2024-03-14,288.0
37,W/N,id 072019,Universal Music Indochina Distributed Labels,3,28,36,342624,3,2023-07-31,272.0
38,"Da LAB, Phương Ly",Chạy Khỏi Thế Giới Này,LOOPS Music,11,39,92,341544,3,2022-06-30,255.0
39,"Vũ Phụng Tiên, DT Tập Rap, Drum7",Lệ Lưu Ly,Big Arts Entertainment,6,30,28,338293,3,2023-09-20,201.0
40,Minh Huy,Miên Man,LOOPS Music,11,38,31,332713,3,2022-06-24,198.0
41,"Emcee L (Da LAB), Da LAB, Badbies",Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),Yin Yang Media,5,37,171,327993,3,2020-12-29,234.0
42,RPT MCK,Anh Đã Ổn Hơn,N0L4B3L,3,43,57,320691,3,2023-03-02,194.0
43,"GREY D, tlinh",vaicaunoicokhiennguoithaydoi,M Music Records,2,40,94,319704,3,2022-06-20,226.0
44,"Kuun Đức Nam, Linh Thộn",Tình cờ yêu em,MaiDao Music,12,45,32,303920,3,2023-06-10,258.0
45,Olew,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,LOOPS Music,8,41,63,301881,3,2023-01-02,279.0
46,"Obito, Shiki, RPT MCK",Đánh Đổi,12 trái lê,7,44,26,295376,3,2023-10-10,227.0
47,"Obito, Shiki, VSTRA",Hà Nội,12 trái lê,11,49,26,294365,3,2023-10-10,166.0
48,"MONO, Onionn.",Em Xinh,M Music Records,10,42,14,294230,3,2023-11-30,183.0
49,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",Universal Republic Records,11,46,41,290919,3,2024-02-09,245.0
50,Sơn Tùng M-TP,Chúng Ta Của Hiện Tại,Universal Music Indochina Distributed Labels,1,47,172,283618,3,2020-12-20,302.0
51,"RPT Orijinn, Ronboogz",Don't Côi,Rapital,3,51,67,283094,3,2022-11-20,149.0
52,"RPT MCK, tlinh",Chỉ Một Đêm Nữa Thôi,N0L4B3L,9,54,57,279014,3,2023-03-02,142.0
53,"HIEUTHUHAI, marzuz",Exit Sign,M Music Records,24,50,25,274856,3,2023-10-16,202.0
54,T.R.I,Ánh Sao Và Bầu Trời,Yin Yang Media,1,57,126,267339,3,2021-09-10,261.0
55,"tlinh, Trung Trần",Thích Quá Rùi Nà,Universal Music Indochina Distributed Labels,34,53,185,262420,3,2023-07-14,178.0
56,"JSOL, Hoàng Duyên",Sài Gòn Hôm Nay Mưa,Universal Music Indochina,3,59,149,259608,3,2021-05-29,247.0
57,"Wren Evans, itsnk",bé ơi từ từ,Universal Music Indochina,8,56,16,250639,3,2023-12-17,201.0
58,"GREY D, Chillies",đưa em về nhàa,M Music Records,3,60,50,250256,3,2023-04-24,240.0
59,"BigDaddy, Emily",Yêu Nắm,Yin Yang Media,26,52,7,242519,3,2024-02-13,227.0
60,Ngọt,LẦN CUỐI (đi bên em xót xa người ơi),Ngọt,5,55,162,239175,3,2019-06-10,223.0
61,TRANG,Chưa Được Yêu Như Thế,Trang Music Productions,61,67,3,238237,3,2022-06-18,254.0
62,"An Vũ, Sino",Chàng Trai Bất Tử,Yin Yang Media,56,58,9,235944,3,2024-01-11,233.0
63,Sơn Tùng M-TP,Muộn Rồi Mà Sao Còn,Universal Music Indochina Distributed Labels,1,70,154,232417,3,2021-04-29,276.0
64,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),BIGHIT MUSIC,2,62,27,230834,3,2023-10-02,202.0
65,PC,10 Ngàn Năm,12 trái lê,61,61,95,228586,3,2019-12-21,240.0
66,"j-hope, Jung Kook",i wonder... (with Jung Kook of BTS),BIGHIT MUSIC,66,-1,1,228405,3,2024-03-29,164.0
67,"JustaTee, Phương Ly",Thằng Điên,NGUYEN THANH TUAN,2,68,87,225675,3,2022-07-11,234.0
68,HIEUTHUHAI,NOLOVENOLIFE,M Music Records,24,63,25,223993,3,2023-10-16,171.0
69,"Andree Right Hand, RHYDER, WOKEUP",Dân Chơi Sao Phải Khóc,$maker Music,16,66,13,220310,3,2024-01-05,211.0
70,UMIE,Không Yêu Xin Đừng Nói - Piano Version,LOOPS Music,37,65,57,219724,3,2022-01-22,244.0
71,Lynk Lee,Buồn Thì Cứ Khóc Đi,Lynk Lee,10,88,223,219583,3,2019-12-13,222.0
72,"14 Casper, Bon Nghiêm",bao tiền một mớ bình yên?,DANDERLÉON,9,73,154,217558,3,2023-03-03,300.0
73,Taylor Swift,Cruel Summer,Taylor Swift,5,64,49,216430,3,2019-08-23,178.0
74,Mitski,My Love Mine All Mine,Dead Oceans,30,75,26,213805,3,2023-09-15,138.0
75,"Madihu, Low G",Có Em,NGUYEN CHI PHONG,4,69,102,213350,3,2022-04-22,219.0
